t,plant,axis,organ,Uptake_Nitrates
3357,1,MS,roots,1.74331527
3358,1,MS,roots,1.86506897
3359,1,MS,roots,1.95603271
3360,1,MS,roots,2.01473983
3361,1,MS,roots,2.0574368
3362,1,MS,roots,2.08609411
3363,1,MS,roots,2.09586342
3364,1,MS,roots,2.09121798
3365,1,MS,roots,2.07714447
3366,1,MS,roots,2.0582375
3367,1,MS,roots,2.03610094
3368,1,MS,roots,2.00710546
3369,1,MS,roots,1.97538524
3370,1,MS,roots,1.94306056
3371,1,MS,roots,1.91606019
3372,1,MS,roots,1.89286789
3373,1,MS,roots,1.86863028
3374,1,MS,roots,1.84503008
3375,1,MS,roots,1.81279384
3376,1,MS,roots,1.78506531
3377,1,MS,roots,1.7554873
3378,1,MS,roots,1.75745552
3379,1,MS,roots,1.8020232
3380,1,MS,roots,1.85058526
3381,1,MS,roots,1.91175629
3382,1,MS,roots,1.95877359
3383,1,MS,roots,1.99632292
3384,1,MS,roots,2.01685568
3385,1,MS,roots,2.03266464
3386,1,MS,roots,2.04551115
3387,1,MS,roots,2.04108884
3388,1,MS,roots,2.02973756
3389,1,MS,roots,2.01347436
3390,1,MS,roots,1.99347074
3391,1,MS,roots,1.96916916
3392,1,MS,roots,1.94231914
3393,1,MS,roots,1.91304368
3394,1,MS,roots,1.88545084
3395,1,MS,roots,1.8674963
3396,1,MS,roots,1.85284998
3397,1,MS,roots,1.83739094
3398,1,MS,roots,1.82533536
3399,1,MS,roots,1.81630359
3400,1,MS,roots,1.80257599
3401,1,MS,roots,1.79256749
3402,1,MS,roots,1.8189802
3403,1,MS,roots,1.85277307
3404,1,MS,roots,1.91400966
3405,1,MS,roots,1.99441571
3406,1,MS,roots,2.09165774
3407,1,MS,roots,2.16894064
3408,1,MS,roots,2.23109553
3409,1,MS,roots,2.28425869
3410,1,MS,roots,2.32298733
3411,1,MS,roots,2.33387431
3412,1,MS,roots,2.32853848
3413,1,MS,roots,2.31521692
3414,1,MS,roots,2.29746515
3415,1,MS,roots,2.27709487
3416,1,MS,roots,2.25238347
3417,1,MS,roots,2.22797507
3418,1,MS,roots,2.21085565
3419,1,MS,roots,2.20099584
3420,1,MS,roots,2.19611613
3421,1,MS,roots,2.19116011
3422,1,MS,roots,2.19344083
3423,1,MS,roots,2.19821992
3424,1,MS,roots,2.20976831
3425,1,MS,roots,2.20528402
3426,1,MS,roots,2.21145732
3427,1,MS,roots,2.22723468
3428,1,MS,roots,2.24713458
3429,1,MS,roots,2.28939928
3430,1,MS,roots,2.34524103
3431,1,MS,roots,2.40566928
3432,1,MS,roots,2.44544109
3433,1,MS,roots,2.46429262
3434,1,MS,roots,2.48330258
3435,1,MS,roots,2.4761943
3436,1,MS,roots,2.45992414
3437,1,MS,roots,2.4453668
3438,1,MS,roots,2.43573966
3439,1,MS,roots,2.42782198
3440,1,MS,roots,2.41615551
3441,1,MS,roots,2.40376553
3442,1,MS,roots,2.39448928
3443,1,MS,roots,2.38518828
3444,1,MS,roots,2.37659151
3445,1,MS,roots,2.35998528
3446,1,MS,roots,2.34596586
3447,1,MS,roots,2.33589547
3448,1,MS,roots,2.33583917
3449,1,MS,roots,2.34868074
3450,1,MS,roots,2.36729536
3451,1,MS,roots,2.39314287
3452,1,MS,roots,2.42378184
3453,1,MS,roots,2.45133242
3454,1,MS,roots,2.48212018
3455,1,MS,roots,2.51984031
3456,1,MS,roots,2.54766586
3457,1,MS,roots,2.57696036
3458,1,MS,roots,2.62071797
3459,1,MS,roots,2.64275913
3460,1,MS,roots,2.65578551
3461,1,MS,roots,2.66023235
3462,1,MS,roots,2.65887951
3463,1,MS,roots,2.65178578
3464,1,MS,roots,2.64229258
3465,1,MS,roots,2.63049822
3466,1,MS,roots,2.62262594
3467,1,MS,roots,2.61981838
3468,1,MS,roots,2.61834016
3469,1,MS,roots,2.62016822
3470,1,MS,roots,2.63510945
3471,1,MS,roots,2.64404097
3472,1,MS,roots,2.64915321
3473,1,MS,roots,2.66325463
3474,1,MS,roots,2.69770751
3475,1,MS,roots,2.73095844
3476,1,MS,roots,2.78633491
3477,1,MS,roots,2.99097627
3478,1,MS,roots,3.12430392
3479,1,MS,roots,3.22252648
3480,1,MS,roots,3.28726192
3481,1,MS,roots,3.30099518
3482,1,MS,roots,3.2851529
3483,1,MS,roots,3.24791399
3484,1,MS,roots,3.1914778
3485,1,MS,roots,3.13013782
3486,1,MS,roots,3.07066181
3487,1,MS,roots,3.01167107
3488,1,MS,roots,2.9504769
3489,1,MS,roots,2.89223763
3490,1,MS,roots,2.84309406
3491,1,MS,roots,2.79940254
3492,1,MS,roots,2.75861348
3493,1,MS,roots,2.72471185
3494,1,MS,roots,2.69670113
3495,1,MS,roots,2.67773921
3496,1,MS,roots,2.66204345
3497,1,MS,roots,2.66126831
3498,1,MS,roots,2.6658009
3499,1,MS,roots,2.67518639
3500,1,MS,roots,2.70501951
3501,1,MS,roots,2.76043511
3502,1,MS,roots,2.89760738
3503,1,MS,roots,3.03422106
3504,1,MS,roots,3.12563409
3505,1,MS,roots,3.1931089
3506,1,MS,roots,3.22114196
3507,1,MS,roots,3.21031822
3508,1,MS,roots,3.1723372
3509,1,MS,roots,3.12384979
3510,1,MS,roots,3.07251741
3511,1,MS,roots,3.01763549
3512,1,MS,roots,2.96186415
3513,1,MS,roots,2.9090805
3514,1,MS,roots,2.87701693
3515,1,MS,roots,2.8544501
3516,1,MS,roots,2.84213726
3517,1,MS,roots,2.84428561
3518,1,MS,roots,2.85560078
3519,1,MS,roots,2.87286817
3520,1,MS,roots,2.89675707
3521,1,MS,roots,2.98219798
3522,1,MS,roots,3.13177848
3523,1,MS,roots,3.30616817
3524,1,MS,roots,3.61277724
3525,1,MS,roots,3.90864387
3526,1,MS,roots,4.20038109
3527,1,MS,roots,4.47852982
3528,1,MS,roots,4.71059502
3529,1,MS,roots,4.88341202
3530,1,MS,roots,4.97374363
3531,1,MS,roots,4.97964972
3532,1,MS,roots,4.94248755
3533,1,MS,roots,4.8878618
3534,1,MS,roots,4.82282909
3535,1,MS,roots,4.74795735
3536,1,MS,roots,4.66498552
3537,1,MS,roots,4.58887377
3538,1,MS,roots,4.53863109
3539,1,MS,roots,4.51811164
3540,1,MS,roots,4.54096405
3541,1,MS,roots,4.57844089
3542,1,MS,roots,4.62229058
3543,1,MS,roots,4.66565128
3544,1,MS,roots,4.719065
3545,1,MS,roots,4.82187326
3546,1,MS,roots,5.01612946
3547,1,MS,roots,5.32631276
3548,1,MS,roots,5.64659569
3549,1,MS,roots,5.9362389
3550,1,MS,roots,6.22054528
3551,1,MS,roots,6.48177556
3552,1,MS,roots,6.67780181
3553,1,MS,roots,6.76893831
3554,1,MS,roots,6.7566471
3555,1,MS,roots,6.66968064
3556,1,MS,roots,6.54993087
3557,1,MS,roots,6.41774619
3558,1,MS,roots,6.29172858
3559,1,MS,roots,6.14984094
3560,1,MS,roots,5.99813846
3561,1,MS,roots,5.84908852
3562,1,MS,roots,5.71968951
3563,1,MS,roots,5.61505776
3564,1,MS,roots,5.54451562
3565,1,MS,roots,5.49847208
3566,1,MS,roots,5.47214692
3567,1,MS,roots,5.43636728
3568,1,MS,roots,5.407938
3569,1,MS,roots,5.47923957
3570,1,MS,roots,5.56479531
3571,1,MS,roots,5.81703156
3572,1,MS,roots,6.09525722
3573,1,MS,roots,6.37527194
3574,1,MS,roots,6.64191589
3575,1,MS,roots,6.8390176
3576,1,MS,roots,6.92626496
3577,1,MS,roots,6.90006283
3578,1,MS,roots,6.7804245
3579,1,MS,roots,6.60318004
3580,1,MS,roots,6.40601137
3581,1,MS,roots,6.20884426
3582,1,MS,roots,6.00397774
3583,1,MS,roots,5.80574692
3584,1,MS,roots,5.60789609
3585,1,MS,roots,5.41883046
3586,1,MS,roots,5.27140238
3587,1,MS,roots,5.15850773
3588,1,MS,roots,5.08243708
3589,1,MS,roots,5.01378648
3590,1,MS,roots,4.96072425
3591,1,MS,roots,4.9109124
3592,1,MS,roots,4.87025833
3593,1,MS,roots,4.89039587
3594,1,MS,roots,4.98725695
3595,1,MS,roots,5.23017539
3596,1,MS,roots,5.48875701
3597,1,MS,roots,5.75293729
3598,1,MS,roots,5.99860189
3599,1,MS,roots,6.1834574
3600,1,MS,roots,6.31561679
3601,1,MS,roots,6.37913763
3602,1,MS,roots,6.3480181
3603,1,MS,roots,6.23971338
3604,1,MS,roots,6.07650395
3605,1,MS,roots,5.89156615
3606,1,MS,roots,5.70016477
3607,1,MS,roots,5.5069963
3608,1,MS,roots,5.34383223
3609,1,MS,roots,5.18895385
3610,1,MS,roots,5.06162914
3611,1,MS,roots,4.97142105
3612,1,MS,roots,4.90667435
3613,1,MS,roots,4.86210168
3614,1,MS,roots,4.83369752
3615,1,MS,roots,4.82966535
3616,1,MS,roots,4.84526415
3617,1,MS,roots,4.93298304
3618,1,MS,roots,5.10603274
3619,1,MS,roots,5.3377217
3620,1,MS,roots,5.58098426
3621,1,MS,roots,5.78625154
3622,1,MS,roots,5.97277611
3623,1,MS,roots,6.10883743
3624,1,MS,roots,6.18833377
3625,1,MS,roots,6.18273538
3626,1,MS,roots,6.10280093
3627,1,MS,roots,5.96084074
3628,1,MS,roots,5.78764667
3629,1,MS,roots,5.64163663
3630,1,MS,roots,5.4888219
3631,1,MS,roots,5.35387832
3632,1,MS,roots,5.22364205
3633,1,MS,roots,5.1079539
3634,1,MS,roots,5.04069986
3635,1,MS,roots,5.01140677
3636,1,MS,roots,4.99619702
3637,1,MS,roots,5.00652569
3638,1,MS,roots,5.04450146
3639,1,MS,roots,5.09905542
3640,1,MS,roots,5.16913967
3641,1,MS,roots,5.28255032
3642,1,MS,roots,5.48696843
3643,1,MS,roots,5.73257882
3644,1,MS,roots,5.97476408
3645,1,MS,roots,6.17633855
3646,1,MS,roots,6.32957576
3647,1,MS,roots,6.4135811
3648,1,MS,roots,6.427248
3649,1,MS,roots,6.36714656
3650,1,MS,roots,6.264247
3651,1,MS,roots,6.12498059
3652,1,MS,roots,5.97169963
3653,1,MS,roots,5.82364659
3654,1,MS,roots,5.68486811
3655,1,MS,roots,5.56170049
3656,1,MS,roots,5.44249815
3657,1,MS,roots,5.33028354
3658,1,MS,roots,5.29688888
3659,1,MS,roots,5.26737016
3660,1,MS,roots,5.2723033
3661,1,MS,roots,5.30315376
3662,1,MS,roots,5.35431057
3663,1,MS,roots,5.42364845
3664,1,MS,roots,5.49366541
3665,1,MS,roots,5.6463064
3666,1,MS,roots,5.85139938
3667,1,MS,roots,6.07907514
3668,1,MS,roots,6.28969272
3669,1,MS,roots,6.4595689
3670,1,MS,roots,6.58317283
3671,1,MS,roots,6.64630577
3672,1,MS,roots,6.63748422
3673,1,MS,roots,6.58846487
3674,1,MS,roots,6.49357386
3675,1,MS,roots,6.32315054
3676,1,MS,roots,6.13967262
3677,1,MS,roots,5.97838486
3678,1,MS,roots,5.83545159
3679,1,MS,roots,5.69142872
3680,1,MS,roots,5.54789791
3681,1,MS,roots,5.43279886
3682,1,MS,roots,5.38128092
3683,1,MS,roots,5.32758622
3684,1,MS,roots,5.2842526
3685,1,MS,roots,5.27517013
3686,1,MS,roots,5.3099952
3687,1,MS,roots,5.3742001
3688,1,MS,roots,5.4296734
3689,1,MS,roots,5.54686854
3690,1,MS,roots,5.67119756
3691,1,MS,roots,5.71928004
3692,1,MS,roots,5.78273993
3693,1,MS,roots,5.85171833
3694,1,MS,roots,5.92407474
3695,1,MS,roots,5.92031743
3696,1,MS,roots,5.86053381
3697,1,MS,roots,5.72250503
3698,1,MS,roots,5.5438941
3699,1,MS,roots,5.35732419
3700,1,MS,roots,5.18220305
3701,1,MS,roots,5.02958372
3702,1,MS,roots,4.90016775
3703,1,MS,roots,4.77531385
3704,1,MS,roots,4.64541901
3705,1,MS,roots,4.53774677
3706,1,MS,roots,4.464683
3707,1,MS,roots,4.40739585
3708,1,MS,roots,4.39340416
3709,1,MS,roots,4.38803323
3710,1,MS,roots,4.38257368
3711,1,MS,roots,4.39244804
3712,1,MS,roots,4.39738113
3713,1,MS,roots,4.45684088
3714,1,MS,roots,4.56749663
3715,1,MS,roots,4.66638495
3716,1,MS,roots,4.75318375
3717,1,MS,roots,4.78373436
3718,1,MS,roots,4.79255236
3719,1,MS,roots,4.76185518
3720,1,MS,roots,4.70850983
3721,1,MS,roots,4.61927044
3722,1,MS,roots,4.51340299
3723,1,MS,roots,4.39808901
3724,1,MS,roots,4.27083315
3725,1,MS,roots,4.15793297
3726,1,MS,roots,4.04239063
3727,1,MS,roots,3.93243083
3728,1,MS,roots,3.82288498
3729,1,MS,roots,3.73192806
3730,1,MS,roots,3.6885062
3731,1,MS,roots,3.64970326
3732,1,MS,roots,3.6392878
3733,1,MS,roots,3.639929
3734,1,MS,roots,3.64334773
3735,1,MS,roots,3.65480665
3736,1,MS,roots,3.66715506
3737,1,MS,roots,3.70245641
3738,1,MS,roots,3.7519495
3739,1,MS,roots,3.8090735
3740,1,MS,roots,3.87396018
3741,1,MS,roots,3.88955907
3742,1,MS,roots,3.89184391
3743,1,MS,roots,3.88690848
3744,1,MS,roots,3.86103827
3745,1,MS,roots,3.83139577
3746,1,MS,roots,3.78129997
3747,1,MS,roots,3.71882413
3748,1,MS,roots,3.65578483
3749,1,MS,roots,3.58584962
3750,1,MS,roots,3.52713604
3751,1,MS,roots,3.45450309
3752,1,MS,roots,3.39290805
3753,1,MS,roots,3.34268911
3754,1,MS,roots,3.31037698
3755,1,MS,roots,3.2857598
3756,1,MS,roots,3.26553361
3757,1,MS,roots,3.25263517
3758,1,MS,roots,3.24331369
3759,1,MS,roots,3.22676801
3760,1,MS,roots,3.21271334
3761,1,MS,roots,3.20829746
3762,1,MS,roots,3.20661437
3763,1,MS,roots,3.18707389
3764,1,MS,roots,3.16403206
3765,1,MS,roots,3.11542062
3766,1,MS,roots,3.0609449
3767,1,MS,roots,3.00248228
3768,1,MS,roots,2.93674123
3769,1,MS,roots,2.87317073
3770,1,MS,roots,2.80880214
3771,1,MS,roots,2.74139319
3772,1,MS,roots,2.67234486
3773,1,MS,roots,2.60118878
3774,1,MS,roots,2.53782087
3775,1,MS,roots,2.47905757
3776,1,MS,roots,2.42492698
3777,1,MS,roots,2.37471148
3778,1,MS,roots,2.33182829
3779,1,MS,roots,2.29258959
3780,1,MS,roots,2.2576177
3781,1,MS,roots,2.21885552
3782,1,MS,roots,2.19403919
3783,1,MS,roots,2.17331276
3784,1,MS,roots,2.15486172
3785,1,MS,roots,2.13339238
3786,1,MS,roots,2.11042489
3787,1,MS,roots,2.09084023
3788,1,MS,roots,2.06965435
3789,1,MS,roots,2.0466039
3790,1,MS,roots,2.02645849
3791,1,MS,roots,2.00950268
3792,1,MS,roots,1.99612139
3793,1,MS,roots,1.97636663
3794,1,MS,roots,1.95315019
3795,1,MS,roots,1.92236747
3796,1,MS,roots,1.88453584
3797,1,MS,roots,1.84480304
3798,1,MS,roots,1.80872664
3799,1,MS,roots,1.77026675
3800,1,MS,roots,1.73444157
3801,1,MS,roots,1.70301115
3802,1,MS,roots,1.67200215
3803,1,MS,roots,1.64491753
3804,1,MS,roots,1.62314079
3805,1,MS,roots,1.604758
3806,1,MS,roots,1.58718034
3807,1,MS,roots,1.56801768
3808,1,MS,roots,1.55238296
3809,1,MS,roots,1.53623164
3810,1,MS,roots,1.52024407
3811,1,MS,roots,1.50433273
3812,1,MS,roots,1.4896718
3813,1,MS,roots,1.47417731
3814,1,MS,roots,1.46176935
3815,1,MS,roots,1.44831421
3816,1,MS,roots,1.43114749
3817,1,MS,roots,1.41326965
3818,1,MS,roots,1.39278593
3819,1,MS,roots,1.36995489
3820,1,MS,roots,1.34464509
3821,1,MS,roots,1.32074747
3822,1,MS,roots,1.29919038
3823,1,MS,roots,1.27898653
3824,1,MS,roots,1.25782973
3825,1,MS,roots,1.23778038
3826,1,MS,roots,1.22307638
3827,1,MS,roots,1.20418234
3828,1,MS,roots,1.18951397
3829,1,MS,roots,1.17556946
3830,1,MS,roots,1.16339928
3831,1,MS,roots,1.15125829
3832,1,MS,roots,1.13999263
3833,1,MS,roots,1.13080276
3834,1,MS,roots,1.12682423
3835,1,MS,roots,1.12624385
3836,1,MS,roots,1.12613142
3837,1,MS,roots,1.12420884
3838,1,MS,roots,1.12164167
3839,1,MS,roots,1.11908412
3840,1,MS,roots,1.1104033
3841,1,MS,roots,1.08825067
3842,1,MS,roots,1.05741511
3843,1,MS,roots,1.02249961
3844,1,MS,roots,0
3845,1,MS,roots,0
3846,1,MS,roots,0
3847,1,MS,roots,0
3848,1,MS,roots,0
3849,1,MS,roots,0
3850,1,MS,roots,0
3851,1,MS,roots,0
3852,1,MS,roots,0
3853,1,MS,roots,0
3854,1,MS,roots,0
3855,1,MS,roots,0
3856,1,MS,roots,0
3857,1,MS,roots,0
3858,1,MS,roots,0
3859,1,MS,roots,0
3860,1,MS,roots,0
3861,1,MS,roots,0
3862,1,MS,roots,0
3863,1,MS,roots,0
3864,1,MS,roots,0
3865,1,MS,roots,0
3866,1,MS,roots,0
3867,1,MS,roots,0
3868,1,MS,roots,0
3869,1,MS,roots,0
3870,1,MS,roots,0
3871,1,MS,roots,0
3872,1,MS,roots,0
3873,1,MS,roots,0
3874,1,MS,roots,0
3875,1,MS,roots,0
3876,1,MS,roots,0
3877,1,MS,roots,0
3878,1,MS,roots,0
3879,1,MS,roots,0
3880,1,MS,roots,0
3881,1,MS,roots,0
3882,1,MS,roots,0
3883,1,MS,roots,0
3884,1,MS,roots,0
3885,1,MS,roots,0
3886,1,MS,roots,0
3887,1,MS,roots,0
3888,1,MS,roots,0
3889,1,MS,roots,0
3890,1,MS,roots,0
3891,1,MS,roots,0
3892,1,MS,roots,0
3893,1,MS,roots,0
3894,1,MS,roots,0
3895,1,MS,roots,0
3896,1,MS,roots,0
3897,1,MS,roots,0
3898,1,MS,roots,0
3899,1,MS,roots,0
3900,1,MS,roots,0
3901,1,MS,roots,0
3902,1,MS,roots,0
3903,1,MS,roots,0
3904,1,MS,roots,0
3905,1,MS,roots,0
3906,1,MS,roots,0
3907,1,MS,roots,0
3908,1,MS,roots,0
3909,1,MS,roots,0
3910,1,MS,roots,0
3911,1,MS,roots,0
3912,1,MS,roots,0
3913,1,MS,roots,0
3914,1,MS,roots,0
3915,1,MS,roots,0
3916,1,MS,roots,0
3917,1,MS,roots,0
3918,1,MS,roots,0
3919,1,MS,roots,0
3920,1,MS,roots,0
3921,1,MS,roots,0
3922,1,MS,roots,0
3923,1,MS,roots,0
3924,1,MS,roots,0
3925,1,MS,roots,0
3926,1,MS,roots,0
3927,1,MS,roots,0
3928,1,MS,roots,0
3929,1,MS,roots,0
3930,1,MS,roots,0
3931,1,MS,roots,0
3932,1,MS,roots,0
3933,1,MS,roots,0
3934,1,MS,roots,0
3935,1,MS,roots,0
3936,1,MS,roots,0
3937,1,MS,roots,0
3938,1,MS,roots,0
3939,1,MS,roots,0
3940,1,MS,roots,0
3941,1,MS,roots,0
3942,1,MS,roots,0
3943,1,MS,roots,0
3944,1,MS,roots,0
3945,1,MS,roots,0
3946,1,MS,roots,0
3947,1,MS,roots,0
3948,1,MS,roots,0
3949,1,MS,roots,0
3950,1,MS,roots,0
3951,1,MS,roots,0
3952,1,MS,roots,0
3953,1,MS,roots,0
3954,1,MS,roots,0
3955,1,MS,roots,0
3956,1,MS,roots,0
3957,1,MS,roots,0
3958,1,MS,roots,0
3959,1,MS,roots,0
3960,1,MS,roots,0
3961,1,MS,roots,0
3962,1,MS,roots,0
3963,1,MS,roots,0
3964,1,MS,roots,0
3965,1,MS,roots,0
3966,1,MS,roots,0
3967,1,MS,roots,0
3968,1,MS,roots,0
3969,1,MS,roots,0
3970,1,MS,roots,0
3971,1,MS,roots,0
3972,1,MS,roots,0
3973,1,MS,roots,0
3974,1,MS,roots,0
3975,1,MS,roots,0
3976,1,MS,roots,0
3977,1,MS,roots,0
3978,1,MS,roots,0
3979,1,MS,roots,0
3980,1,MS,roots,0
3981,1,MS,roots,0
3982,1,MS,roots,0
3983,1,MS,roots,0
3984,1,MS,roots,0
3985,1,MS,roots,0
3986,1,MS,roots,0
3987,1,MS,roots,0
3988,1,MS,roots,0
3989,1,MS,roots,0
3990,1,MS,roots,0
3991,1,MS,roots,0
3992,1,MS,roots,0
3993,1,MS,roots,0
3994,1,MS,roots,0
3995,1,MS,roots,0
3996,1,MS,roots,0
3997,1,MS,roots,0
3998,1,MS,roots,0
3999,1,MS,roots,0
