t,plant,axis,organ,Uptake_Nitrates
1713,1,MS,roots,0.23659048
1714,1,MS,roots,0.23500304
1715,1,MS,roots,0.23295348
1716,1,MS,roots,0.23080117
1717,1,MS,roots,0.22887885
1718,1,MS,roots,0.22604974
1719,1,MS,roots,0.22328676
1720,1,MS,roots,0.22041997
1721,1,MS,roots,0.21612376
1722,1,MS,roots,0.21019786
1723,1,MS,roots,0.20508193
1724,1,MS,roots,0.20225853
1725,1,MS,roots,0.20052537
1726,1,MS,roots,0.19888524
1727,1,MS,roots,0.19707045
1728,1,MS,roots,0.19710773
1729,1,MS,roots,0.1982877
1730,1,MS,roots,0.19829337
1731,1,MS,roots,0.19836454
1732,1,MS,roots,0.19736618
1733,1,MS,roots,0.19436289
1734,1,MS,roots,0.19122368
1735,1,MS,roots,0.18900804
1736,1,MS,roots,0.18723075
1737,1,MS,roots,0.1862619
1738,1,MS,roots,0.18577362
1739,1,MS,roots,0.18456965
1740,1,MS,roots,0.18252071
1741,1,MS,roots,0.18001871
1742,1,MS,roots,0.17560218
1743,1,MS,roots,0.16969738
1744,1,MS,roots,0.16341539
1745,1,MS,roots,0.15927736
1746,1,MS,roots,0.15880949
1747,1,MS,roots,0.15656163
1748,1,MS,roots,0.15509283
1749,1,MS,roots,0.15794298
1750,1,MS,roots,0.16175955
1751,1,MS,roots,0.16344112
1752,1,MS,roots,0.16391862
1753,1,MS,roots,0.16284292
1754,1,MS,roots,0.16165902
1755,1,MS,roots,0.1613888
1756,1,MS,roots,0.16131621
1757,1,MS,roots,0.1606111
1758,1,MS,roots,0.15984432
1759,1,MS,roots,0.15771035
1760,1,MS,roots,0.15553251
1761,1,MS,roots,0.15399255
1762,1,MS,roots,0.15064382
1763,1,MS,roots,0.1459079
1764,1,MS,roots,0.14258142
1765,1,MS,roots,0.14006393
1766,1,MS,roots,0.13816761
1767,1,MS,roots,0.13623638
1768,1,MS,roots,0.13308446
1769,1,MS,roots,0.12793231
1770,1,MS,roots,0.1232034
1771,1,MS,roots,0.11966315
1772,1,MS,roots,0.11703913
1773,1,MS,roots,0.11607998
1774,1,MS,roots,0.11565672
1775,1,MS,roots,0.11433496
1776,1,MS,roots,0.1133854
1777,1,MS,roots,0.11164762
1778,1,MS,roots,0.10900609
1779,1,MS,roots,0.10560034
1780,1,MS,roots,0.10128791
1781,1,MS,roots,0.0974355
1782,1,MS,roots,0.09458674
1783,1,MS,roots,0.09390335
1784,1,MS,roots,0.09446694
1785,1,MS,roots,0.0945714
1786,1,MS,roots,0.0940757
1787,1,MS,roots,0.09317444
1788,1,MS,roots,0.0918362
1789,1,MS,roots,0.09026655
1790,1,MS,roots,0.08867619
1791,1,MS,roots,0.0873401
1792,1,MS,roots,0.0859226
1793,1,MS,roots,0.08411723
1794,1,MS,roots,0.08250692
1795,1,MS,roots,0.08260929
1796,1,MS,roots,0.08477876
1797,1,MS,roots,0.08931627
1798,1,MS,roots,0.09630136
1799,1,MS,roots,0.10512399
1800,1,MS,roots,0.11215463
1801,1,MS,roots,0.1157336
1802,1,MS,roots,0.11724584
1803,1,MS,roots,0.11774068
1804,1,MS,roots,0.11811299
1805,1,MS,roots,0.11856678
1806,1,MS,roots,0.11888032
1807,1,MS,roots,0.11894808
1808,1,MS,roots,0.11891101
1809,1,MS,roots,0.11835385
1810,1,MS,roots,0.11692906
1811,1,MS,roots,0.11549605
1812,1,MS,roots,0.11467592
1813,1,MS,roots,0.11465599
1814,1,MS,roots,0.11497077
1815,1,MS,roots,0.11630054
1816,1,MS,roots,0.11769558
1817,1,MS,roots,0.11848992
1818,1,MS,roots,0.11940386
1819,1,MS,roots,0.12115639
1820,1,MS,roots,0.12357084
1821,1,MS,roots,0.12648804
1822,1,MS,roots,0.12952854
1823,1,MS,roots,0.13261544
1824,1,MS,roots,0.13475902
1825,1,MS,roots,0.13508799
1826,1,MS,roots,0.13485244
1827,1,MS,roots,0.1342824
1828,1,MS,roots,0.13355363
1829,1,MS,roots,0.13251513
1830,1,MS,roots,0.13168073
1831,1,MS,roots,0.13056961
1832,1,MS,roots,0.1301089
1833,1,MS,roots,0.13007886
1834,1,MS,roots,0.12997126
1835,1,MS,roots,0.12914296
1836,1,MS,roots,0.12782535
1837,1,MS,roots,0.12632986
1838,1,MS,roots,0.1246155
1839,1,MS,roots,0.12265663
1840,1,MS,roots,0.12038264
1841,1,MS,roots,0.11821249
1842,1,MS,roots,0.11600144
1843,1,MS,roots,0.11479169
1844,1,MS,roots,0.11536219
1845,1,MS,roots,0.11831247
1846,1,MS,roots,0.12148588
1847,1,MS,roots,0.12565884
1848,1,MS,roots,0.13106082
1849,1,MS,roots,0.13473965
1850,1,MS,roots,0.13495768
1851,1,MS,roots,0.13455812
1852,1,MS,roots,0.13471745
1853,1,MS,roots,0.13524961
1854,1,MS,roots,0.13464408
1855,1,MS,roots,0.13308286
1856,1,MS,roots,0.13273291
1857,1,MS,roots,0.1327241
1858,1,MS,roots,0.13173514
1859,1,MS,roots,0.1295405
1860,1,MS,roots,0.12781658
1861,1,MS,roots,0.12647295
1862,1,MS,roots,0.12360537
1863,1,MS,roots,0.11910779
1864,1,MS,roots,0.1153101
1865,1,MS,roots,0.11227301
1866,1,MS,roots,0.10900774
1867,1,MS,roots,0.11042454
1868,1,MS,roots,0.11863812
1869,1,MS,roots,0.12947632
1870,1,MS,roots,0.1394131
1871,1,MS,roots,0.15023291
1872,1,MS,roots,0.16116832
1873,1,MS,roots,0.16626344
1874,1,MS,roots,0.16563105
1875,1,MS,roots,0.1629699
1876,1,MS,roots,0.16099657
1877,1,MS,roots,0.16099362
1878,1,MS,roots,0.16029379
1879,1,MS,roots,0.15994358
1880,1,MS,roots,0.15964969
1881,1,MS,roots,0.15938988
1882,1,MS,roots,0.1597235
1883,1,MS,roots,0.15995817
1884,1,MS,roots,0.16079276
1885,1,MS,roots,0.16189622
1886,1,MS,roots,0.16209632
1887,1,MS,roots,0.1619794
1888,1,MS,roots,0.16087958
1889,1,MS,roots,0.15932267
1890,1,MS,roots,0.15833218
1891,1,MS,roots,0.15799489
1892,1,MS,roots,0.1589552
1893,1,MS,roots,0.16169877
1894,1,MS,roots,0.16734189
1895,1,MS,roots,0.17565689
1896,1,MS,roots,0.18113725
1897,1,MS,roots,0.18268337
1898,1,MS,roots,0.18131246
1899,1,MS,roots,0.18100571
1900,1,MS,roots,0.17570253
1901,1,MS,roots,0.17103419
1902,1,MS,roots,0.16593397
1903,1,MS,roots,0.16196868
1904,1,MS,roots,0.16001263
1905,1,MS,roots,0.15769436
1906,1,MS,roots,0.15468464
1907,1,MS,roots,0.15093472
1908,1,MS,roots,0.14758403
1909,1,MS,roots,0.14611322
1910,1,MS,roots,0.14592379
1911,1,MS,roots,0.14741443
1912,1,MS,roots,0.15029562
1913,1,MS,roots,0.15273854
1914,1,MS,roots,0.15607146
1915,1,MS,roots,0.16040511
1916,1,MS,roots,0.16666212
1917,1,MS,roots,0.17677538
1918,1,MS,roots,0.18383962
1919,1,MS,roots,0.18630021
1920,1,MS,roots,0.18770329
1921,1,MS,roots,0.18896275
1922,1,MS,roots,0.18722223
1923,1,MS,roots,0.18391965
1924,1,MS,roots,0.18338007
1925,1,MS,roots,0.18460821
1926,1,MS,roots,0.18649266
1927,1,MS,roots,0.18799529
1928,1,MS,roots,0.18924142
1929,1,MS,roots,0.19040564
1930,1,MS,roots,0.19188194
1931,1,MS,roots,0.19457493
1932,1,MS,roots,0.19806804
1933,1,MS,roots,0.20185529
1934,1,MS,roots,0.20653381
1935,1,MS,roots,0.21059235
1936,1,MS,roots,0.21085046
1937,1,MS,roots,0.20949683
1938,1,MS,roots,0.208201
1939,1,MS,roots,0.20919897
1940,1,MS,roots,0.21203068
1941,1,MS,roots,0.21620772
1942,1,MS,roots,0.22427995
1943,1,MS,roots,0.2326617
1944,1,MS,roots,0.23709627
1945,1,MS,roots,0.2392595
1946,1,MS,roots,0.23891439
1947,1,MS,roots,0.23763902
1948,1,MS,roots,0.23529839
1949,1,MS,roots,0.23424764
1950,1,MS,roots,0.23279957
1951,1,MS,roots,0.23009178
1952,1,MS,roots,0.22662256
1953,1,MS,roots,0.22237316
1954,1,MS,roots,0.21913266
1955,1,MS,roots,0.21482789
1956,1,MS,roots,0.20549406
1957,1,MS,roots,0.19471536
1958,1,MS,roots,0.18576932
1959,1,MS,roots,0.17776567
1960,1,MS,roots,0.16987772
1961,1,MS,roots,0.16254788
1962,1,MS,roots,0.15693711
1963,1,MS,roots,0.16039458
1964,1,MS,roots,0.17230434
1965,1,MS,roots,0.18995635
1966,1,MS,roots,0.21400605
1967,1,MS,roots,0.24038862
1968,1,MS,roots,0.26275239
1969,1,MS,roots,0.27301709
1970,1,MS,roots,0.27387162
1971,1,MS,roots,0.27194751
1972,1,MS,roots,0.2714756
1973,1,MS,roots,0.27079783
1974,1,MS,roots,0.26816159
1975,1,MS,roots,0.26350022
1976,1,MS,roots,0.25890223
1977,1,MS,roots,0.25186756
1978,1,MS,roots,0.24390848
1979,1,MS,roots,0.23681633
1980,1,MS,roots,0.23121523
1981,1,MS,roots,0.22745287
1982,1,MS,roots,0.22315936
1983,1,MS,roots,0.21616511
1984,1,MS,roots,0.20985324
1985,1,MS,roots,0.20567005
1986,1,MS,roots,0.20253123
1987,1,MS,roots,0.20676693
1988,1,MS,roots,0.22407728
1989,1,MS,roots,0.24985146
1990,1,MS,roots,0.27984682
1991,1,MS,roots,0.30807311
1992,1,MS,roots,0.32991599
1993,1,MS,roots,0.33906215
1994,1,MS,roots,0.33808704
1995,1,MS,roots,0.33419033
1996,1,MS,roots,0.33181871
1997,1,MS,roots,0.32879542
1998,1,MS,roots,0.32742817
1999,1,MS,roots,0.32448207
2000,1,MS,roots,0.32048938
2001,1,MS,roots,0.31755769
2002,1,MS,roots,0.31492597
2003,1,MS,roots,0.31127847
2004,1,MS,roots,0.30548402
2005,1,MS,roots,0.30272924
2006,1,MS,roots,0.30120156
2007,1,MS,roots,0.30073168
2008,1,MS,roots,0.29941324
2009,1,MS,roots,0.29689885
2010,1,MS,roots,0.29478154
2011,1,MS,roots,0.2929275
2012,1,MS,roots,0.29104295
2013,1,MS,roots,0.29309665
2014,1,MS,roots,0.29752348
2015,1,MS,roots,0.29730807
2016,1,MS,roots,0.29898369
2017,1,MS,roots,0.29921133
2018,1,MS,roots,0.2918664
2019,1,MS,roots,0.27990275
2020,1,MS,roots,0.27469603
2021,1,MS,roots,0.27251589
2022,1,MS,roots,0.27005736
2023,1,MS,roots,0.26775494
2024,1,MS,roots,0.26597585
2025,1,MS,roots,0.26486751
2026,1,MS,roots,0.2636097
2027,1,MS,roots,0.26217869
2028,1,MS,roots,0.26001665
2029,1,MS,roots,0.25352526
2030,1,MS,roots,0.24481907
2031,1,MS,roots,0.23570321
2032,1,MS,roots,0.22253497
2033,1,MS,roots,0.21137695
2034,1,MS,roots,0.20499696
2035,1,MS,roots,0.20583761
2036,1,MS,roots,0.21252122
2037,1,MS,roots,0.22548282
2038,1,MS,roots,0.23542148
2039,1,MS,roots,0.24630906
2040,1,MS,roots,0.25436138
2041,1,MS,roots,0.25701786
2042,1,MS,roots,0.25607625
2043,1,MS,roots,0.25281811
2044,1,MS,roots,0.24864445
2045,1,MS,roots,0.24577191
2046,1,MS,roots,0.24727568
2047,1,MS,roots,0.24568249
2048,1,MS,roots,0.24077251
2049,1,MS,roots,0.24045422
2050,1,MS,roots,0.23921602
2051,1,MS,roots,0.23856155
2052,1,MS,roots,0.23689633
2053,1,MS,roots,0.23374014
2054,1,MS,roots,0.23030339
2055,1,MS,roots,0.22679543
2056,1,MS,roots,0.22347438
2057,1,MS,roots,0.21911045
2058,1,MS,roots,0.21395965
2059,1,MS,roots,0.21054967
2060,1,MS,roots,0.21159125
2061,1,MS,roots,0.22066329
2062,1,MS,roots,0.2330613
2063,1,MS,roots,0.24333032
2064,1,MS,roots,0.2499123
2065,1,MS,roots,0.25455917
2066,1,MS,roots,0.2456512
2067,1,MS,roots,0.23555596
2068,1,MS,roots,0.22569466
2069,1,MS,roots,0.21694416
2070,1,MS,roots,0.21013976
2071,1,MS,roots,0.20527145
2072,1,MS,roots,0.2034134
2073,1,MS,roots,0.20393526
2074,1,MS,roots,0.20550741
2075,1,MS,roots,0.20809112
2076,1,MS,roots,0.2096219
2077,1,MS,roots,0.20956019
2078,1,MS,roots,0.20953275
2079,1,MS,roots,0.20874313
2080,1,MS,roots,0.20695191
2081,1,MS,roots,0.20532546
2082,1,MS,roots,0.20209883
2083,1,MS,roots,0.19858959
2084,1,MS,roots,0.19891832
2085,1,MS,roots,0.20099389
2086,1,MS,roots,0.20630038
2087,1,MS,roots,0.21134954
2088,1,MS,roots,0.2124063
2089,1,MS,roots,0.21152852
2090,1,MS,roots,0.20900958
2091,1,MS,roots,0.20682923
2092,1,MS,roots,0.20681674
2093,1,MS,roots,0.20605001
2094,1,MS,roots,0.20376832
2095,1,MS,roots,0.20184825
2096,1,MS,roots,0.20121931
2097,1,MS,roots,0.2002194
2098,1,MS,roots,0.19928775
2099,1,MS,roots,0.19849695
2100,1,MS,roots,0.1975208
2101,1,MS,roots,0.1965549
2102,1,MS,roots,0.19565888
2103,1,MS,roots,0.19458699
2104,1,MS,roots,0.19344528
2105,1,MS,roots,0.19210665
2106,1,MS,roots,0.19108362
2107,1,MS,roots,0.19135748
2108,1,MS,roots,0.19301346
2109,1,MS,roots,0.19576504
2110,1,MS,roots,0.20029546
2111,1,MS,roots,0.20574163
2112,1,MS,roots,0.20921865
2113,1,MS,roots,0.21188943
2114,1,MS,roots,0.21365031
2115,1,MS,roots,0.2147701
2116,1,MS,roots,0.21522876
2117,1,MS,roots,0.21528606
2118,1,MS,roots,0.21510115
2119,1,MS,roots,0.21473949
2120,1,MS,roots,0.21472315
2121,1,MS,roots,0.21476312
2122,1,MS,roots,0.21418738
2123,1,MS,roots,0.21340826
2124,1,MS,roots,0.21244104
2125,1,MS,roots,0.21126142
2126,1,MS,roots,0.20999435
2127,1,MS,roots,0.20856856
2128,1,MS,roots,0.20707192
2129,1,MS,roots,0.20567166
2130,1,MS,roots,0.20517442
2131,1,MS,roots,0.20603997
2132,1,MS,roots,0.20729766
2133,1,MS,roots,0.20907723
2134,1,MS,roots,0.21154234
2135,1,MS,roots,0.21422542
2136,1,MS,roots,0.21658317
2137,1,MS,roots,0.21848519
2138,1,MS,roots,0.220031
2139,1,MS,roots,0.22131815
2140,1,MS,roots,0.22213175
2141,1,MS,roots,0.22290894
2142,1,MS,roots,0.22339664
2143,1,MS,roots,0.22375527
2144,1,MS,roots,0.22393576
2145,1,MS,roots,0.224042
2146,1,MS,roots,0.22394845
2147,1,MS,roots,0.22375308
2148,1,MS,roots,0.22327919
2149,1,MS,roots,0.22288773
2150,1,MS,roots,0.22229609
2151,1,MS,roots,0.22161028
2152,1,MS,roots,0.22088191
2153,1,MS,roots,0.22007492
2154,1,MS,roots,0.22053377
2155,1,MS,roots,0.22166071
2156,1,MS,roots,0.22644482
2157,1,MS,roots,0.22919671
2158,1,MS,roots,0.23530987
2159,1,MS,roots,0.24052318
2160,1,MS,roots,0.24410024
2161,1,MS,roots,0.24680048
2162,1,MS,roots,0.25052052
2163,1,MS,roots,0.2576316
2164,1,MS,roots,0.26976682
2165,1,MS,roots,0.27958815
2166,1,MS,roots,0.287606
2167,1,MS,roots,0.29488432
2168,1,MS,roots,0.30160528
2169,1,MS,roots,0.3071349
2170,1,MS,roots,0.31383203
2171,1,MS,roots,0.3209059
2172,1,MS,roots,0.32128237
2173,1,MS,roots,0.3187086
2174,1,MS,roots,0.31451432
2175,1,MS,roots,0.30976519
2176,1,MS,roots,0.29977396
2177,1,MS,roots,0.29261687
2178,1,MS,roots,0.28802743
2179,1,MS,roots,0.29443231
2180,1,MS,roots,0.31788546
2181,1,MS,roots,0.34814302
2182,1,MS,roots,0.37560675
2183,1,MS,roots,0.39668416
2184,1,MS,roots,0.40711585
2185,1,MS,roots,0.39977169
2186,1,MS,roots,0.38629371
2187,1,MS,roots,0.36885084
2188,1,MS,roots,0.35445159
2189,1,MS,roots,0.34770358
2190,1,MS,roots,0.3461522
2191,1,MS,roots,0.34248477
2192,1,MS,roots,0.33982546
2193,1,MS,roots,0.33696336
2194,1,MS,roots,0.33610867
2195,1,MS,roots,0.33605371
2196,1,MS,roots,0.33642498
2197,1,MS,roots,0.33891761
2198,1,MS,roots,0.33809417
2199,1,MS,roots,0.33302336
2200,1,MS,roots,0.33452848
2201,1,MS,roots,0.33076269
2202,1,MS,roots,0.32949333
2203,1,MS,roots,0.33582417
2204,1,MS,roots,0.35566415
2205,1,MS,roots,0.38597773
2206,1,MS,roots,0.41824009
2207,1,MS,roots,0.44622364
2208,1,MS,roots,0.46105409
2209,1,MS,roots,0.46074742
2210,1,MS,roots,0.45063281
2211,1,MS,roots,0.44229066
2212,1,MS,roots,0.44030328
2213,1,MS,roots,0.43737073
2214,1,MS,roots,0.43425652
2215,1,MS,roots,0.42981245
2216,1,MS,roots,0.42654378
2217,1,MS,roots,0.42174833
2218,1,MS,roots,0.4167778
2219,1,MS,roots,0.41290131
2220,1,MS,roots,0.41090881
2221,1,MS,roots,0.41309162
2222,1,MS,roots,0.41771187
2223,1,MS,roots,0.42295906
2224,1,MS,roots,0.42545033
2225,1,MS,roots,0.42130641
2226,1,MS,roots,0.41292122
2227,1,MS,roots,0.41083805
2228,1,MS,roots,0.4157764
2229,1,MS,roots,0.4278327
2230,1,MS,roots,0.44179961
2231,1,MS,roots,0.44505872
2232,1,MS,roots,0.4441579
2233,1,MS,roots,0.44173479
2234,1,MS,roots,0.43751946
2235,1,MS,roots,0.43170455
2236,1,MS,roots,0.42348134
2237,1,MS,roots,0.41478245
2238,1,MS,roots,0.4089471
2239,1,MS,roots,0.40520385
2240,1,MS,roots,0.40182622
2241,1,MS,roots,0.39619205
2242,1,MS,roots,0.38543667
2243,1,MS,roots,0.37488476
2244,1,MS,roots,0.36405203
2245,1,MS,roots,0.3525603
2246,1,MS,roots,0.34332044
2247,1,MS,roots,0.33540938
2248,1,MS,roots,0.32687101
2249,1,MS,roots,0.3190523
2250,1,MS,roots,0.31236758
2251,1,MS,roots,0.30972066
2252,1,MS,roots,0.3126642
2253,1,MS,roots,0.31925271
2254,1,MS,roots,0.33093251
2255,1,MS,roots,0.34690926
2256,1,MS,roots,0.35860482
2257,1,MS,roots,0.3620166
2258,1,MS,roots,0.35718106
2259,1,MS,roots,0.34526159
2260,1,MS,roots,0.34029189
2261,1,MS,roots,0.32723171
2262,1,MS,roots,0.30911626
2263,1,MS,roots,0.29221584
2264,1,MS,roots,0.27813203
2265,1,MS,roots,0.26732903
2266,1,MS,roots,0.25821018
2267,1,MS,roots,0.25153024
2268,1,MS,roots,0.24675914
2269,1,MS,roots,0.24266217
2270,1,MS,roots,0.23922085
2271,1,MS,roots,0.23625053
2272,1,MS,roots,0.23316189
2273,1,MS,roots,0.23027844
2274,1,MS,roots,0.22984471
2275,1,MS,roots,0.2338066
2276,1,MS,roots,0.24757117
2277,1,MS,roots,0.28257913
2278,1,MS,roots,0.33269567
2279,1,MS,roots,0.37641999
2280,1,MS,roots,0.40089585
2281,1,MS,roots,0.40320002
2282,1,MS,roots,0.39583099
2283,1,MS,roots,0.39001751
2284,1,MS,roots,0.38550272
2285,1,MS,roots,0.38062003
2286,1,MS,roots,0.38089507
2287,1,MS,roots,0.38250646
2288,1,MS,roots,0.38515362
2289,1,MS,roots,0.38726502
2290,1,MS,roots,0.38732037
2291,1,MS,roots,0.38684125
2292,1,MS,roots,0.38526316
2293,1,MS,roots,0.38484008
2294,1,MS,roots,0.38087568
2295,1,MS,roots,0.37574506
2296,1,MS,roots,0.37068285
2297,1,MS,roots,0.36801129
2298,1,MS,roots,0.3720293
2299,1,MS,roots,0.3814752
2300,1,MS,roots,0.39523398
2301,1,MS,roots,0.41714137
2302,1,MS,roots,0.43961325
2303,1,MS,roots,0.45966616
2304,1,MS,roots,0.46928579
2305,1,MS,roots,0.47150098
2306,1,MS,roots,0.46898783
2307,1,MS,roots,0.46498152
2308,1,MS,roots,0.46356639
2309,1,MS,roots,0.46139707
2310,1,MS,roots,0.45891895
2311,1,MS,roots,0.45685938
2312,1,MS,roots,0.45319414
2313,1,MS,roots,0.44858949
2314,1,MS,roots,0.44320861
2315,1,MS,roots,0.43889257
2316,1,MS,roots,0.43608164
2317,1,MS,roots,0.43580027
2318,1,MS,roots,0.43588551
2319,1,MS,roots,0.43148358
2320,1,MS,roots,0.42363984
2321,1,MS,roots,0.41301568
2322,1,MS,roots,0.40307638
2323,1,MS,roots,0.40343231
2324,1,MS,roots,0.41350929
2325,1,MS,roots,0.43110437
2326,1,MS,roots,0.448158
2327,1,MS,roots,0.47115937
2328,1,MS,roots,0.49119199
2329,1,MS,roots,0.49378881
2330,1,MS,roots,0.48604147
2331,1,MS,roots,0.47838725
2332,1,MS,roots,0.47331283
2333,1,MS,roots,0.46975816
2334,1,MS,roots,0.46684968
2335,1,MS,roots,0.46350135
2336,1,MS,roots,0.45769919
2337,1,MS,roots,0.45139091
2338,1,MS,roots,0.4448865
2339,1,MS,roots,0.43862608
2340,1,MS,roots,0.43012839
2341,1,MS,roots,0.41717482
2342,1,MS,roots,0.40359825
2343,1,MS,roots,0.39557339
2344,1,MS,roots,0.39045264
2345,1,MS,roots,0.38327788
2346,1,MS,roots,0.37359732
2347,1,MS,roots,0.37497727
2348,1,MS,roots,0.38257103
2349,1,MS,roots,0.40011956
2350,1,MS,roots,0.44229284
2351,1,MS,roots,0.48678537
2352,1,MS,roots,0.50974935
2353,1,MS,roots,0.51056293
2354,1,MS,roots,0.49627824
2355,1,MS,roots,0.47447292
2356,1,MS,roots,0.45133099
2357,1,MS,roots,0.4315623
2358,1,MS,roots,0.4146299
2359,1,MS,roots,0.39811624
2360,1,MS,roots,0.38227011
2361,1,MS,roots,0.36784384
2362,1,MS,roots,0.35965897
2363,1,MS,roots,0.35825936
2364,1,MS,roots,0.35631021
2365,1,MS,roots,0.35818444
2366,1,MS,roots,0.36053542
2367,1,MS,roots,0.3618278
2368,1,MS,roots,0.36113228
2369,1,MS,roots,0.35781564
2370,1,MS,roots,0.35445294
2371,1,MS,roots,0.356334
2372,1,MS,roots,0.3625562
2373,1,MS,roots,0.37319888
2374,1,MS,roots,0.39026231
2375,1,MS,roots,0.40197968
2376,1,MS,roots,0.40536317
2377,1,MS,roots,0.40590905
2378,1,MS,roots,0.40212245
2379,1,MS,roots,0.39421383
2380,1,MS,roots,0.38653821
2381,1,MS,roots,0.37977307
2382,1,MS,roots,0.37330895
2383,1,MS,roots,0.36687859
2384,1,MS,roots,0.36015071
2385,1,MS,roots,0.35349393
2386,1,MS,roots,0.34671825
2387,1,MS,roots,0.33992071
2388,1,MS,roots,0.33272635
2389,1,MS,roots,0.32425922
2390,1,MS,roots,0.31209198
2391,1,MS,roots,0.30162707
2392,1,MS,roots,0.29526237
2393,1,MS,roots,0.29073152
2394,1,MS,roots,0.28906719
2395,1,MS,roots,0.29284162
2396,1,MS,roots,0.30454263
2397,1,MS,roots,0.32971273
2398,1,MS,roots,0.3532955
2399,1,MS,roots,0.3814648
2400,1,MS,roots,0.39835273
2401,1,MS,roots,0.39442557
2402,1,MS,roots,0.38691384
2403,1,MS,roots,0.37976501
2404,1,MS,roots,0.37438457
2405,1,MS,roots,0.3686261
2406,1,MS,roots,0.36314026
2407,1,MS,roots,0.35978608
2408,1,MS,roots,0.35783664
2409,1,MS,roots,0.35653386
2410,1,MS,roots,0.3547526
2411,1,MS,roots,0.35253013
2412,1,MS,roots,0.35060863
2413,1,MS,roots,0.34916306
2414,1,MS,roots,0.34742253
2415,1,MS,roots,0.34538977
2416,1,MS,roots,0.34252508
2417,1,MS,roots,0.33861852
2418,1,MS,roots,0.33487535
2419,1,MS,roots,0.33319407
2420,1,MS,roots,0.33422974
2421,1,MS,roots,0.33924763
2422,1,MS,roots,0.34615335
2423,1,MS,roots,0.35446537
2424,1,MS,roots,0.3642665
2425,1,MS,roots,0.36982646
2426,1,MS,roots,0.37096787
2427,1,MS,roots,0.37004822
2428,1,MS,roots,0.36978904
2429,1,MS,roots,0.36963175
2430,1,MS,roots,0.36862345
2431,1,MS,roots,0.3672967
2432,1,MS,roots,0.36632381
2433,1,MS,roots,0.36426392
2434,1,MS,roots,0.36059486
2435,1,MS,roots,0.35634979
2436,1,MS,roots,0.35192163
2437,1,MS,roots,0.34704784
2438,1,MS,roots,0.34090368
2439,1,MS,roots,0.33362383
2440,1,MS,roots,0.32541736
2441,1,MS,roots,0.31738602
2442,1,MS,roots,0.31228607
2443,1,MS,roots,0.3163694
2444,1,MS,roots,0.32551021
2445,1,MS,roots,0.33764114
2446,1,MS,roots,0.3537702
2447,1,MS,roots,0.36559762
2448,1,MS,roots,0.37275809
2449,1,MS,roots,0.37698451
2450,1,MS,roots,0.38049571
2451,1,MS,roots,0.37983459
2452,1,MS,roots,0.37813104
2453,1,MS,roots,0.369451
2454,1,MS,roots,0.35540875
2455,1,MS,roots,0.34418814
2456,1,MS,roots,0.33041033
2457,1,MS,roots,0.31657829
2458,1,MS,roots,0.30361385
2459,1,MS,roots,0.29224283
2460,1,MS,roots,0.28298036
2461,1,MS,roots,0.27439107
2462,1,MS,roots,0.26508096
2463,1,MS,roots,0.25284048
2464,1,MS,roots,0.24634958
2465,1,MS,roots,0.24072126
2466,1,MS,roots,0.2340777
2467,1,MS,roots,0.23462679
2468,1,MS,roots,0.24365244
2469,1,MS,roots,0.26249861
2470,1,MS,roots,0.29018823
2471,1,MS,roots,0.31941508
2472,1,MS,roots,0.34033783
2473,1,MS,roots,0.35141109
2474,1,MS,roots,0.35706044
2475,1,MS,roots,0.35683912
2476,1,MS,roots,0.35790305
2477,1,MS,roots,0.3620965
2478,1,MS,roots,0.36754662
2479,1,MS,roots,0.37185562
2480,1,MS,roots,0.37181796
2481,1,MS,roots,0.357058
2482,1,MS,roots,0.3440642
2483,1,MS,roots,0.33671922
2484,1,MS,roots,0.32977667
2485,1,MS,roots,0.32476525
2486,1,MS,roots,0.31974616
2487,1,MS,roots,0.31520712
2488,1,MS,roots,0.31020598
2489,1,MS,roots,0.3035372
2490,1,MS,roots,0.29662779
2491,1,MS,roots,0.3025464
2492,1,MS,roots,0.32087943
2493,1,MS,roots,0.34394653
2494,1,MS,roots,0.37304745
2495,1,MS,roots,0.4121789
2496,1,MS,roots,0.425074
2497,1,MS,roots,0.43294326
2498,1,MS,roots,0.43292331
2499,1,MS,roots,0.42591145
2500,1,MS,roots,0.42164226
2501,1,MS,roots,0.42105712
2502,1,MS,roots,0.4240356
2503,1,MS,roots,0.42802491
2504,1,MS,roots,0.43338532
2505,1,MS,roots,0.43913597
2506,1,MS,roots,0.44447701
2507,1,MS,roots,0.44917092
2508,1,MS,roots,0.45244997
2509,1,MS,roots,0.45382444
2510,1,MS,roots,0.45563173
2511,1,MS,roots,0.45827569
2512,1,MS,roots,0.45937977
2513,1,MS,roots,0.46015128
2514,1,MS,roots,0.4608701
2515,1,MS,roots,0.4627469
2516,1,MS,roots,0.46799741
2517,1,MS,roots,0.47057094
2518,1,MS,roots,0.46834969
2519,1,MS,roots,0.46464969
2520,1,MS,roots,0.4629154
2521,1,MS,roots,0.45882786
2522,1,MS,roots,0.45008583
2523,1,MS,roots,0.43141332
2524,1,MS,roots,0.41257714
2525,1,MS,roots,0.39325778
2526,1,MS,roots,0.37361053
2527,1,MS,roots,0.35407468
2528,1,MS,roots,0.33639708
2529,1,MS,roots,0.32159665
2530,1,MS,roots,0.3094621
2531,1,MS,roots,0.29907624
2532,1,MS,roots,0.29041422
2533,1,MS,roots,0.28709896
2534,1,MS,roots,0.28435092
